id,type,type_label,question,axis1,axis2,quality,coherence,uniqueness,overall,quality_reasons,coherence_reasons,uniqueness_reasons
1391,C,Application,"What explains the growing number of people living alone, and what does this mean for housing and social infrastructure?",D2,EP6,6.0,7.0,7.0,6.7,good_length,type_c_application_present;epoch_plausible;tags_aligned,uncommon_tag_combo;unique_text;ubiquitous_topic:565
1392,C,Application,What explains the growing use of standardized testing in early childhood education despite pedagogical opposition?,D4,EP6,6.0,7.0,7.0,6.7,good_length,type_c_application_present;epoch_plausible;tags_aligned,uncommon_tag_combo;unique_text;ubiquitous_topic:514
1393,D,Conceptual DM,What is the metabolic rift and how does it explain the destruction of ecological systems under current economic organization?,D2,EP6,6.0,6.5,6.5,6.3,good_length,type_d_conceptual;epoch_plausible;tags_aligned,uncommon_tag_combo;unique_text;ubiquitous_topic:607;multi_topic_overlap:3
1394,D,Conceptual DM,What is the relationship between student debt and the financialization of higher education?,D4|A1,EP6,6.0,6.5,7.0,6.5,good_length,type_d_conceptual;epoch_plausible;tags_aligned,rare_tag_combo;low_similarity;very_common_topic
1395,C,Application,What's behind the growth of for-profit education companies and their impact on educational outcomes?,D4,EP6,6.0,6.0,7.5,6.5,good_length,epoch_plausible;tags_aligned,uncommon_tag_combo;unique_text;very_common_topic
1396,C,Application,What's behind the trend of pharmaceutical advertising directly to consumers in countries that allow it?,D3,EP6,6.0,6.0,7.5,6.5,good_length,epoch_plausible;tags_aligned,moderate_tag_combo;low_similarity;no_topic_match
1397,C,Application,What's behind the trend of pharmaceutical companies acquiring startups that develop breakthrough treatments and then raising prices?,D3,EP6,6.0,6.0,6.5,6.2,good_length,epoch_plausible;tags_aligned,moderate_tag_combo;unique_text;ubiquitous_topic:844;multi_topic_overlap:3
1398,B,Contrast,Why do higher education policies that focus on student debt relief not address the underlying cost structure that creates the debt?,D4,EP6,6.0,5.5,7.0,6.2,good_length,type_b_no_contrast;epoch_plausible;tags_aligned,uncommon_tag_combo;low_similarity;very_common_topic
1399,B,Contrast,Why do public health campaigns that focus on individual lifestyle choices ignore the social and economic conditions that shape those choices?,D3,EP6,6.0,5.5,7.0,6.2,good_length,type_b_no_contrast;epoch_plausible;tags_aligned,moderate_tag_combo;unique_text;ubiquitous_topic:555
1400,B,Contrast,Why do solutions to educational inequality that focus on school choice ignore the role of residential segregation and property tax funding in producing inequality?,D4,EP6,6.0,5.5,7.0,6.2,good_length,type_b_no_contrast;epoch_plausible;tags_aligned,uncommon_tag_combo;unique_text;very_common_topic;multi_topic_overlap:3
1401,A,Neutral Framing,Why do women in dual-earner households still spend more time on unpaid domestic work than their partners?,D6|C1|C2,EP6,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:1070;multi_topic_overlap:5
1402,C,Application,Why do workers in the gig economy often spend more unpaid time searching for work than those in traditional employment?,D6|A5,EP6,6.0,7.0,6.5,6.5,good_length,type_c_application_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:1029;multi_topic_overlap:5
1403,C,Application,Why have first-time homebuyer programs consistently failed to close the homeownership gap?,D2,EP6,6.0,7.0,6.5,6.5,good_length,type_c_application_present;epoch_plausible;tags_aligned,uncommon_tag_combo;unique_text;ubiquitous_topic:642;multi_topic_overlap:3
1404,C,Application,Why have short-term rental platforms transformed housing markets in cities worldwide despite local opposition?,D2,EP6,6.0,7.0,7.5,6.8,good_length,type_c_application_present;epoch_plausible;tags_aligned,uncommon_tag_combo;unique_text;very_common_topic
1405,E,Adversarial,A workplace requires all employees to participate in open-plan office collaboration. What assumptions does this environment make about cognitive styles?,E5|E1,EP6,6.5,5.5,7.0,6.3,good_length;specific_phenomenon,type_e_not_adversarial;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:786
1406,A,Neutral Framing,How did the rise of platform work change the cognitive demands placed on workers on the autism spectrum?,E5|A5,EP6,6.0,7.0,7.0,6.7,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:474
1407,A,Neutral Framing,How did the rise of the gig economy create new forms of time pressure for workers without traditional employment protections?,E4|A5,EP6,6.0,7.0,6.0,6.3,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;low_similarity;ubiquitous_topic:810;multi_topic_overlap:3
1408,B,Contrast,What does the employment rate of people with diagnosed learning differences reveal about workplace design?,E5|E1,EP6,6.5,7.0,6.5,6.7,good_length;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:914;multi_topic_overlap:3
1409,B,Contrast,What emerges when comparing the mental health outcomes of workers in stable versus precarious employment?,E4|A2,EP6,6.5,7.0,6.5,6.7,good_length;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:862;multi_topic_overlap:3
1410,A,Neutral Framing,Why do disabled women face higher rates of forced sterilization and reproductive coercion than disabled men or non-disabled women?,E2|C6,EP6,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;low_similarity;ubiquitous_topic:491
1411,C,Application,Why do educational systems often pathologize learning differences rather than adapting teaching methods?,E5|D4,EP6,6.0,7.0,7.5,6.8,good_length,type_c_application_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;very_common_topic
1412,A,Neutral Framing,Why do people with hearing impairances face persistent barriers to employment despite having the skills and qualifications for many positions?,E2,EP6,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:983;multi_topic_overlap:3
1413,A,Neutral Framing,Why do public transportation systems consistently fail to meet the needs of people with mobility disabilities?,E2,EP6,5.5,7.0,7.0,6.5,good_length;leading_framing,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:459
1414,C,Application,Why do standardized testing formats often disadvantage students with different cognitive processing styles?,E5|D4,EP6,6.0,7.0,6.5,6.5,good_length,type_c_application_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:469;multi_topic_overlap:3
1415,C,Application,Why do workplace accommodations for neurodivergent employees remain rare despite legal requirements?,E5|E1,EP6,6.0,7.0,6.5,6.5,good_length,type_c_application_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:1001;multi_topic_overlap:4
1416,A,Neutral Framing,Why do workplaces designed for able-bodied workers systematically exclude people with physical disabilities?,E2,EP6,6.0,7.0,7.0,6.7,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:514
1417,E,Adversarial,"A developing country signs a contract with a foreign company to extract its resources. If the terms were freely agreed to, isn't it unfair to criticize the deal afterward?",F3,EP6,6.0,7.0,7.0,6.7,good_length,type_e_adversarial_present;epoch_plausible;tags_aligned,moderate_tag_combo;unique_text;ubiquitous_topic:434
1418,E,Adversarial,A multinational corporation pays taxes in the country where it operates. Should it be expected to do more for local communities beyond what the law requires?,F3,EP6,6.0,5.5,8.0,6.5,good_length,type_e_not_adversarial;epoch_plausible;tags_aligned,moderate_tag_combo;unique_text;common_topic
1419,E,Adversarial,A rich country provides aid to a poor country. Should the aid come with conditions about governance and economic policy?,F3,EP6,6.0,5.5,7.0,6.2,good_length,type_e_not_adversarial;epoch_plausible;tags_aligned,moderate_tag_combo;unique_text;ubiquitous_topic:465
1420,C,Application,A tourism company offers 'authentic indigenous experiences' to visitors. What does this commodification of culture reveal about power and representation?,F3,EP6,6.0,7.0,8.0,7.0,good_length,type_c_application_present;epoch_plausible;tags_aligned,moderate_tag_combo;unique_text;no_topic_match
1421,A,Neutral Framing,A trade agreement prevents a country from protecting its agricultural sector from subsidized imports. How might we understand the relationship between trade rules and food sovereignty?,F4,EP6,6.0,6.0,7.0,6.3,good_length,epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:500
1422,A,Neutral Framing,How did the expansion of surveillance technology at borders create new forms of social control?,F5|H2,EP6,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;low_similarity;ubiquitous_topic:490
1423,B,Contrast,What does framing international aid as humanitarian assistance overlook about the political and economic interests of donor countries?,F3,EP6,6.5,7.0,7.0,6.8,good_length;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned,moderate_tag_combo;unique_text;ubiquitous_topic:414
1424,B,Contrast,What does the focus on 'sustainable development' miss about the fact that development itself is the driver of ecological destruction?,F3,EP6,6.5,7.0,6.5,6.7,good_length;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned,moderate_tag_combo;unique_text;ubiquitous_topic:782;multi_topic_overlap:3
1425,C,Application,What explains the growing competition between major powers for influence in the Global South?,F3,EP6,7.0,7.0,7.0,7.0,good_length;concrete_entities,type_c_application_present;epoch_plausible;tags_aligned,moderate_tag_combo;unique_text;ubiquitous_topic:414
1426,C,Application,What's behind the trend of countries forming regional economic blocs as an alternative to global institutions?,F3,EP6,6.0,6.0,7.5,6.5,good_length,epoch_plausible;tags_aligned,moderate_tag_combo;low_similarity;no_topic_match
1427,A,Neutral Framing,Why do Indigenous communities that protect forests and biodiversity receive less compensation than corporations that exploit the same resources?,F2,EP6,6.0,7.0,9.5,7.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;distinct_topic
1428,C,Application,Why do border enforcement policies have different impacts on communities in the Global North versus the Global South?,F5|J2,EP6,7.0,7.0,7.0,7.0,good_length;concrete_entities,type_c_application_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:681
1429,B,Contrast,Why do international human rights frameworks that focus on state obligations not address the power of non-state economic actors?,F3,EP6,6.0,5.5,7.0,6.2,good_length,type_b_no_contrast;epoch_plausible;tags_aligned,moderate_tag_combo;unique_text;ubiquitous_topic:474
1430,A,Neutral Framing,Why do multinational corporations extract minerals from the Global South while the environmental damage and health impacts remain local?,F3|J3,EP6,7.0,7.0,6.5,6.8,good_length;concrete_entities,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:942;multi_topic_overlap:5
1431,A,Neutral Framing,Why do the financial costs of climate change fall disproportionately on the communities and countries that contributed least to causing it?,F3|J3,EP6,6.0,7.0,8.0,7.0,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;common_topic
1432,B,Contrast,A retirement community's HOA rules restrict children from visiting. How might we understand the relationship between age segregation and social isolation?,G3|J1,EP6,6.0,5.5,7.0,6.2,good_length,type_b_no_contrast;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:593
1433,B,Contrast,What differences emerge between how wealthy and working-class families experience the organization of daily time?,G4|A3,EP6,6.5,7.0,6.5,6.7,good_length;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:756;multi_topic_overlap:3
1434,B,Contrast,What does the focus on individual retirement savings miss about the structural pressures on household budgets?,G4,EP6,6.5,7.0,7.0,6.8,good_length;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:461
1435,A,Neutral Framing,Why do policies protecting elderly homeowners simultaneously make housing unaffordable for younger generations?,G3,EP6,6.0,7.0,7.5,6.8,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;very_common_topic
1436,C,Application,Why do young people today take longer to achieve financial independence than previous generations?,G1|D2,EP6,6.0,7.0,7.5,6.8,good_length,type_c_application_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;very_common_topic
1437,C,Application,Why have pension systems in multiple countries faced solvency challenges despite demographic trends being predictable?,G2,EP6,6.0,7.0,8.0,7.0,good_length,type_c_application_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;no_topic_match
1438,E,Adversarial,A country builds a border wall to reduce illegal immigration. What are the effects on migration patterns and border communities?,H2|B6,EP6,6.0,5.5,9.0,6.8,good_length,type_e_not_adversarial;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;moderate_topic_overlap
1439,A,Neutral Framing,A neighborhood's language schools receive less funding than heritage language programs for wealthy families. How might we understand the relationship between linguistic integration and resource allocation?,H1|D1,EP6,6.0,6.0,7.5,6.5,good_length,epoch_plausible;tags_aligned,rare_tag_combo;unique_text;very_common_topic
